frame,timestamp_ms,scenario_ground_truth,ear,mar,pose_horiz_ratio,pose_vert_ratio,gaze_avg_ratio,hand_raise_metric,pose_forward_metric,mouth_curl_metric,emotion_surprise_metric,pose_horiz_centered
0,0,,0,0,0.5,0.5,0.5,-2.302365146,,,,-0.342941705
1,66.666667,,0,0,0.5,0.5,0.5,-2.216588959,,,,-0.342941705
2,133.333333,,0,0,0.5,0.5,0.5,-2.193687301,,,,-0.342941705
3,200,,0,0,0.5,0.5,0.5,-2.17538627,,,,-0.342941705
4,266.666667,,0,0,0.5,0.5,0.5,-2.211655352,,,,-0.342941705
5,333.333333,,0,0,0.5,0.5,0.5,-2.236820842,,,,-0.342941705
6,400,,0,0,0.5,0.5,0.5,-2.272434087,,,,-0.342941705
7,466.666667,,0,0,0.5,0.5,0.5,-2.233920573,,,,-0.342941705
8,533.333333,,0,0,0.5,0.5,0.5,-2.179650119,,,,-0.342941705
9,600,,0,0,0.5,0.5,0.5,-2.218546607,,,,-0.342941705
10,666.666667,,0,0,0.5,0.5,0.5,-2.17215626,,,,-0.342941705
11,733.333333,,0,0,0.5,0.5,0.5,-2.164802232,,,,-0.342941705
12,800,,0,0,0.5,0.5,0.5,-2.166718452,,,,-0.342941705
13,866.666667,,0,0,0.5,0.5,0.5,-2.126326525,,,,-0.342941705
14,933.333333,,0,0,0.5,0.5,0.5,-2.127681652,,,,-0.342941705
15,1000,,0,0,0.5,0.5,0.5,-2.105716921,,,,-0.342941705
16,1066.666667,,0,0,0.5,0.5,0.5,-2.099080147,,,,-0.342941705
17,1133.333333,,0,0,0.5,0.5,0.5,-2.100283899,,,,-0.342941705
18,1200,,0,0,0.5,0.5,0.5,-2.074912903,,,,-0.342941705
19,1266.666667,,0,0,0.5,0.5,0.5,-2.149186223,,,,-0.342941705
20,1333.333333,,0,0,0.5,0.5,0.5,-2.212495555,,,,-0.342941705
21,1400,,0,0,0.5,0.5,0.5,-2.287581972,,,,-0.342941705
22,1466.666667,,0,0,0.5,0.5,0.5,-2.236719359,,,,-0.342941705
23,1533.333333,,0,0,0.5,0.5,0.5,-2.186392855,,,,-0.342941705
24,1600,,0,0,0.5,0.5,0.5,-2.178465389,,,,-0.342941705
25,1666.666667,,0,0,0.5,0.5,0.5,-2.172029221,,,,-0.342941705
26,1733.333333,,0,0,0.5,0.5,0.5,-2.136745758,,,,-0.342941705
27,1800,,0,0,0.5,0.5,0.5,-2.139389601,,,,-0.342941705
28,1866.666667,,0,0,0.5,0.5,0.5,-2.160394205,,,,-0.342941705
29,1933.333333,,0,0,0.5,0.5,0.5,-2.137917343,,,,-0.342941705
30,2000,,0,0,0.5,0.5,0.5,-2.116855996,,,,-0.342941705
31,2066.666667,,0,0,0.5,0.5,0.5,-2.094454634,,,,-0.342941705
32,2133.333333,,0,0,0.5,0.5,0.5,-2.073369199,,,,-0.342941705
33,2200,,0,0,0.5,0.5,0.5,-2.11689247,,,,-0.342941705
34,2266.666667,,0,0,0.5,0.5,0.5,-2.142393304,,,,-0.342941705
35,2333.333333,,0,0,0.5,0.5,0.5,-2.170394371,,,,-0.342941705
36,2400,,0,0,0.5,0.5,0.5,-2.200378387,,,,-0.342941705
37,2466.666667,,0,0,0.5,0.5,0.5,-2.26730052,,,,-0.342941705
38,2533.333333,,0,0,0.5,0.5,0.5,-2.283318764,,,,-0.342941705
39,2600,,0,0,0.5,0.5,0.5,-2.287833032,,,,-0.342941705
40,2666.666667,,0,0,0.5,0.5,0.5,-2.291639996,,,,-0.342941705
41,2733.333333,,0,0,0.5,0.5,0.5,-2.221289209,,,,-0.342941705
42,2800,,0,0,0.5,0.5,0.5,-2.221588827,,,,-0.342941705
43,2866.666667,,0,0,0.5,0.5,0.5,-2.229232394,,,,-0.342941705
44,2933.333333,,0,0,0.5,0.5,0.5,-2.233659348,,,,-0.342941705
45,3000,,0,0,0.5,0.5,0.5,-2.225440652,,,,-0.342941705
46,3066.666667,,0,0,0.5,0.5,0.5,-2.198713662,,,,-0.342941705
47,3133.333333,,0,0,0.5,0.5,0.5,-2.175059957,,,,-0.342941705
48,3200,,0,0,0.5,0.5,0.5,-2.125675952,,,,-0.342941705
49,3266.666667,,0,0,0.5,0.5,0.5,-2.129000537,,,,-0.342941705
50,3333.333333,,0,0,0.5,0.5,0.5,-2.143826495,,,,-0.342941705
51,3400,,0,0,0.5,0.5,0.5,-2.186114177,,,,-0.342941705
52,3466.666667,,0,0,0.5,0.5,0.5,-2.219600814,,,,-0.342941705
53,3533.333333,,0,0,0.5,0.5,0.5,-2.263697579,,,,-0.342941705
54,3600,,0,0,0.5,0.5,0.5,-2.299059446,,,,-0.342941705
55,3666.666667,,0,0,0.5,0.5,0.5,-2.306116387,,,,-0.342941705
56,3733.333333,,0,0,0.5,0.5,0.5,-2.311763885,,,,-0.342941705
57,3800,,0,0,0.5,0.5,0.5,-2.323816693,,,,-0.342941705
58,3866.666667,,0,0,0.5,0.5,0.5,-2.322273582,,,,-0.342941705
59,3933.333333,,0,0,0.5,0.5,0.5,-2.317213336,,,,-0.342941705
60,4000,,0,0,0.5,0.5,0.5,-2.29913524,,,,-0.342941705
61,4066.666667,,0,0,0.5,0.5,0.5,-2.28808218,,,,-0.342941705
62,4133.333333,,0,0,0.5,0.5,0.5,-2.294969788,,,,-0.342941705
63,4200,,0,0,0.5,0.5,0.5,-2.31811871,,,,-0.342941705
64,4266.666667,,0,0,0.5,0.5,0.5,-2.343532163,,,,-0.342941705
65,4333.333333,,0,0,0.5,0.5,0.5,-2.339534492,,,,-0.342941705
66,4400,,0,0,0.5,0.5,0.5,-2.359908838,,,,-0.342941705
67,4466.666667,,0,0,0.5,0.5,0.5,-2.368603545,,,,-0.342941705
68,4533.333333,,0,0,0.5,0.5,0.5,-2.379393357,,,,-0.342941705
69,4600,,0,0,0.5,0.5,0.5,-2.383492503,,,,-0.342941705
70,4666.666667,,0,0,0.5,0.5,0.5,-2.38398782,,,,-0.342941705
71,4733.333333,,0,0,0.5,0.5,0.5,-2.370480989,,,,-0.342941705
72,4800,,0,0,0.5,0.5,0.5,-2.373903892,,,,-0.342941705
73,4866.666667,,0,0,0.5,0.5,0.5,-2.376010816,,,,-0.342941705
74,4933.333333,,0,0,0.5,0.5,0.5,-2.360430536,,,,-0.342941705
75,5000,,0,0,0.5,0.5,0.5,-2.323285527,,,,-0.342941705
76,5066.666667,,0,0,0.5,0.5,0.5,-2.294371294,,,,-0.342941705
77,5133.333333,,0,0,0.5,0.5,0.5,-2.286939778,,,,-0.342941705
78,5200,,0,0,0.5,0.5,0.5,-2.277488316,,,,-0.342941705
79,5266.666667,,0,0,0.5,0.5,0.5,-2.28488172,,,,-0.342941705
80,5333.333333,,0,0,0.5,0.5,0.5,-2.283858859,,,,-0.342941705
81,5400,,0,0,0.5,0.5,0.5,-2.271359904,,,,-0.342941705
82,5466.666667,,0,0,0.5,0.5,0.5,-2.267643454,,,,-0.342941705
83,5533.333333,,0,0,0.5,0.5,0.5,-2.267817077,,,,-0.342941705
84,5600,,0,0,0.5,0.5,0.5,-2.27188912,,,,-0.342941705
85,5666.666667,,0,0,0.5,0.5,0.5,-2.274634886,,,,-0.342941705
86,5733.333333,,0,0,0.5,0.5,0.5,-2.276616207,,,,-0.342941705
87,5800,,0,0,0.5,0.5,0.5,-2.270736196,,,,-0.342941705
88,5866.666667,,0,0,0.5,0.5,0.5,-2.254123378,,,,-0.342941705
89,5933.333333,,0,0,0.5,0.5,0.5,-2.253257911,,,,-0.342941705
90,6000,,0,0,0.5,0.5,0.5,-2.266816645,,,,-0.342941705
91,6066.666667,,0,0,0.5,0.5,0.5,-2.280455556,,,,-0.342941705
92,6133.333333,,0,0,0.5,0.5,0.5,-2.285679095,,,,-0.342941705
93,6200,,0,0,0.5,0.5,0.5,-2.296118706,,,,-0.342941705
94,6266.666667,,0,0,0.5,0.5,0.5,-2.305410632,,,,-0.342941705
95,6333.333333,,0,0,0.5,0.5,0.5,-2.305034497,,,,-0.342941705
96,6400,,0,0,0.5,0.5,0.5,-2.30728069,,,,-0.342941705
97,6466.666667,,0,0,0.5,0.5,0.5,-2.310049598,,,,-0.342941705
98,6533.333333,,0,0,0.5,0.5,0.5,-2.313884227,,,,-0.342941705
99,6600,,0,0,0.5,0.5,0.5,-2.315895468,,,,-0.342941705
100,6666.666667,,0,0,0.5,0.5,0.5,-2.314280097,,,,-0.342941705
101,6733.333333,,0,0,0.5,0.5,0.5,-2.313043142,,,,-0.342941705
102,6800,,0,0,0.5,0.5,0.5,-2.307947833,,,,-0.342941705
103,6866.666667,,0,0,0.5,0.5,0.5,-2.307807884,,,,-0.342941705
104,6933.333333,,0,0,0.5,0.5,0.5,-2.308131457,,,,-0.342941705
105,7000,,0,0,0.5,0.5,0.5,-2.306203644,,,,-0.342941705
106,7066.666667,,0,0,0.5,0.5,0.5,-2.329471028,,,,-0.342941705
