frame,timestamp_ms,scenario_ground_truth,ear,mar,pose_horiz_ratio,pose_vert_ratio,gaze_avg_ratio,hand_raise_metric,pose_forward_metric,mouth_curl_metric,emotion_surprise_metric,pose_horiz_centered
0,0.000000,Looking Left,0.000000,0.000000,0.500000,0.500000,0.500000,-1.4421064478622294,,,,-0.0851063829787234
1,66.666667,Looking Left,0.449816,0.000000,-0.277801,0.556086,0.362434,-1.297536180207615,0.4145403366770105,-0.004583128759196339,0.2249079989684376,-1.5498371686748824
2,133.333333,Looking Left,0.439521,0.017477,-0.301515,0.532659,0.294118,-1.2770792220981606,0.4160891273230356,-0.0015046868756432414,0.23723727148710916,-1.5965467866077432
3,200.000000,Looking Left,0.495415,0.000000,-0.300042,0.534128,0.234277,-0.3298161195210437,0.41603212373880893,-0.004501075885720398,0.24770726509597568,-1.5936632070292802
4,266.666667,Looking Left,0.483935,0.017477,-0.303171,0.535523,0.225490,-0.12586882199332097,0.4138173528934663,-0.0029917466839755233,0.25944437856575947,-1.6003470130560469
5,333.333333,Looking Left,0.484287,0.017786,-0.296735,0.535523,0.225490,-0.1327051011882479,0.41199696350327036,-0.0029917466839755233,0.25992995960697557,-1.5875339856388186
6,400.000000,Looking Left,0.476539,0.000000,-0.290362,0.535523,0.220588,0.05898859124959059,0.41017940270041037,-0.0014958733419877617,0.23826933851347273,-1.5748458679652801
7,466.666667,Looking Left,0.484004,0.017447,-0.287548,0.533728,0.224843,-0.43724332370759617,0.4088784960199074,-0.01186061469791943,0.2594496439519398,-1.5693319758280255
8,533.333333,Looking Left,0.496350,0.063888,-0.266335,0.534827,0.211023,-0.6763704285151216,0.40395986613636264,-0.013296801807755184,0.31206256445968605,-1.5266686059343801
9,600.000000,Looking Left,0.473384,0.095421,-0.275847,0.530208,0.299404,-0.8963735849709304,0.40615019074575587,-0.010252649893955761,0.3321129411208362,-1.5456925137964908
10,666.666667,Looking Left,0.539198,0.038937,-0.277157,0.533253,0.289308,-1.152670843209466,0.40729011143137556,-0.0073653759665206955,0.3085355232019079,-1.548255607517592
11,733.333333,Looking Left,0.495580,0.023411,-0.274687,0.535991,0.212963,-0.7738234933136707,0.4072305430486274,-0.010251198571166787,0.2712014834701845,-1.5439317028858588
12,800.000000,Looking Left,0.553024,0.025059,-0.285359,0.537483,0.231481,-1.032045899168035,0.41235955628787496,-0.007342658491687076,0.30157082306741884,-1.5647164216586014
13,866.666667,Looking Left,0.501114,0.017719,-0.277008,0.538886,0.240741,-1.0326155321126917,0.4074735660074209,-0.005889464330390432,0.2682763411051119,-1.5474254577992619
14,933.333333,Looking Left,0.500918,0.024626,-0.276693,0.540277,0.222222,-1.1539565555210272,0.4082122672692681,-0.0029523326443127726,0.27508460518581224,-1.5456636156501362
15,1000.000000,Looking Left,0.448888,0.000000,-0.281463,0.536149,0.242647,-1.216786380278829,0.41139351992374584,-0.008886441492775019,0.22444396886836465,-1.5552047490800753
16,1066.666667,Looking Left,0.579764,0.018075,-0.290177,0.542166,0.223380,-1.2971737568002555,0.41215744400408366,-0.008887962345773012,0.307956814538339,-1.5717916761782023
17,1133.333333,Looking Left,0.518809,0.000000,-0.301665,0.537831,0.163325,-1.4228807424265193,0.41719741799051147,-0.010400052161698549,0.25940437818669326,-1.5959039447344912
18,1200.000000,Looking Left,0.520473,0.000000,-0.291934,0.540803,0.197712,-1.3574579288167654,0.41235220537509115,-0.010400052161698549,0.2602363007696913,-1.5764417015060217
19,1266.666667,Looking Left,0.496036,0.017413,-0.289141,0.537831,0.190899,-1.2099368866869533,0.41358041488908887,-0.008914330424313041,0.26543096190035853,-1.5709976828776893
20,1333.333333,Looking Left,0.509277,0.017150,-0.285518,0.540803,0.190899,-1.3180631807348044,0.41048225873432576,-0.008914330424313041,0.2717885042015621,-1.5630882537075381
