frame,timestamp_ms,scenario_ground_truth,ear,mar,pose_horiz_ratio,pose_vert_ratio,gaze_avg_ratio,hand_raise_metric,pose_forward_metric,mouth_curl_metric,emotion_surprise_metric,pose_horiz_centered
0,0,,0,0,0.5,0.5,0.5,-3.894252934,,,,-0.320119911
1,66.666667,,0,0,0.5,0.5,0.5,-3.824669557,,,,-0.320119911
2,133.333333,,0,0,0.5,0.5,0.5,-3.768018547,,,,-0.320119911
3,200,,0,0,0.5,0.5,0.5,-3.573204814,,,,-0.320119911
4,266.666667,,0,0,0.5,0.5,0.5,-3.852090956,,,,-0.320119911
5,333.333333,,0,0,0.5,0.5,0.5,-3.980754808,,,,-0.320119911
6,400,,0,0,0.5,0.5,0.5,-3.961231057,,,,-0.320119911
7,466.666667,,0,0,0.5,0.5,0.5,-4.073194018,,,,-0.320119911
8,533.333333,,0,0,0.5,0.5,0.5,-4.240589059,,,,-0.320119911
9,600,,0,0,0.5,0.5,0.5,-3.963281255,,,,-0.320119911
10,666.666667,,0,0,0.5,0.5,0.5,-3.733983342,,,,-0.320119911
11,733.333333,,0,0,0.5,0.5,0.5,-3.707914509,,,,-0.320119911
12,800,,0,0,0.5,0.5,0.5,-3.882794676,,,,-0.320119911
13,866.666667,,0,0,0.5,0.5,0.5,-3.958069267,,,,-0.320119911
14,933.333333,,0,0,0.5,0.5,0.5,-3.985409363,,,,-0.320119911
15,1000,,0,0,0.5,0.5,0.5,-4.022299328,,,,-0.320119911
16,1066.666667,,0,0,0.5,0.5,0.5,-4.014391744,,,,-0.320119911
17,1133.333333,,0,0,0.5,0.5,0.5,-4.032956308,,,,-0.320119911
18,1200,,0,0,0.5,0.5,0.5,-4.064526541,,,,-0.320119911
19,1266.666667,,0,0,0.5,0.5,0.5,-4.05396283,,,,-0.320119911
20,1333.333333,,0,0,0.5,0.5,0.5,-4.048660837,,,,-0.320119911
21,1400,,0,0,0.5,0.5,0.5,-4.060296268,,,,-0.320119911
22,1466.666667,,0,0,0.5,0.5,0.5,-4.062328573,,,,-0.320119911
23,1533.333333,,0,0,0.5,0.5,0.5,-4.062373205,,,,-0.320119911
24,1600,,0,0,0.5,0.5,0.5,-4.068308201,,,,-0.320119911
25,1666.666667,,0,0,0.5,0.5,0.5,-4.051204814,,,,-0.320119911
26,1733.333333,,0,0,0.5,0.5,0.5,-4.113802795,,,,-0.320119911
27,1800,,0,0,0.5,0.5,0.5,-4.162024243,,,,-0.320119911
28,1866.666667,,0,0,0.5,0.5,0.5,-4.197357429,,,,-0.320119911
29,1933.333333,,0,0,0.5,0.5,0.5,-4.236409095,,,,-0.320119911
30,2000,,0,0,0.5,0.5,0.5,-4.266808972,,,,-0.320119911
31,2066.666667,,0,0,0.5,0.5,0.5,-4.277986598,,,,-0.320119911
32,2133.333333,,0,0,0.5,0.5,0.5,-4.275978326,,,,-0.320119911
33,2200,,0,0,0.5,0.5,0.5,-4.28739269,,,,-0.320119911
34,2266.666667,,0,0,0.5,0.5,0.5,-4.250231779,,,,-0.320119911
35,2333.333333,,0,0,0.5,0.5,0.5,-4.220813518,,,,-0.320119911
36,2400,,0,0,0.5,0.5,0.5,-4.216151543,,,,-0.320119911
37,2466.666667,,0,0,0.5,0.5,0.5,-4.114826675,,,,-0.320119911
38,2533.333333,,0,0,0.5,0.5,0.5,-4.067018977,,,,-0.320119911
39,2600,,0,0,0.5,0.5,0.5,-4.030043597,,,,-0.320119911
40,2666.666667,,0,0,0.5,0.5,0.5,-4.018743436,,,,-0.320119911
41,2733.333333,,0,0,0.5,0.5,0.5,-3.991068969,,,,-0.320119911
42,2800,,0,0,0.5,0.5,0.5,-3.94809204,,,,-0.320119911
43,2866.666667,,0,0,0.5,0.5,0.5,-3.946399703,,,,-0.320119911
44,2933.333333,,0,0,0.5,0.5,0.5,-3.894110793,,,,-0.320119911
45,3000,,0,0,0.5,0.5,0.5,-3.865900025,,,,-0.320119911
46,3066.666667,,0,0,0.5,0.5,0.5,-3.86484005,,,,-0.320119911
47,3133.333333,,0,0,0.5,0.5,0.5,-3.872751985,,,,-0.320119911
48,3200,,0,0,0.5,0.5,0.5,-3.810412166,,,,-0.320119911
49,3266.666667,,0,0,0.5,0.5,0.5,-3.830416871,,,,-0.320119911
50,3333.333333,,0,0,0.5,0.5,0.5,-3.828035394,,,,-0.320119911
51,3400,,0,0,0.5,0.5,0.5,-3.766636377,,,,-0.320119911
52,3466.666667,,0,0,0.5,0.5,0.5,-3.78583417,,,,-0.320119911
53,3533.333333,,0,0,0.5,0.5,0.5,-3.789471991,,,,-0.320119911
54,3600,,0,0,0.5,0.5,0.5,-3.798697776,,,,-0.320119911
55,3666.666667,,0,0,0.5,0.5,0.5,-3.809552786,,,,-0.320119911
56,3733.333333,,0,0,0.5,0.5,0.5,-3.829836741,,,,-0.320119911
57,3800,,0,0,0.5,0.5,0.5,-3.852037701,,,,-0.320119911
58,3866.666667,,0,0,0.5,0.5,0.5,-3.87206004,,,,-0.320119911
59,3933.333333,,0,0,0.5,0.5,0.5,-3.87468143,,,,-0.320119911
60,4000,,0,0,0.5,0.5,0.5,-3.888813805,,,,-0.320119911
61,4066.666667,,0,0,0.5,0.5,0.5,-3.905720905,,,,-0.320119911
62,4133.333333,,0,0,0.5,0.5,0.5,-3.922512048,,,,-0.320119911
63,4200,,0,0,0.5,0.5,0.5,-3.937481303,,,,-0.320119911
64,4266.666667,,0,0,0.5,0.5,0.5,-3.94332663,,,,-0.320119911
65,4333.333333,,0,0,0.5,0.5,0.5,-3.95001561,,,,-0.320119911
66,4400,,0,0,0.5,0.5,0.5,-3.951845437,,,,-0.320119911
67,4466.666667,,0,0,0.5,0.5,0.5,-3.954075389,,,,-0.320119911
68,4533.333333,,0,0,0.5,0.5,0.5,-3.94989089,,,,-0.320119911
69,4600,,0,0,0.5,0.5,0.5,-3.918812772,,,,-0.320119911
70,4666.666667,,0,0,0.5,0.5,0.5,-3.906264208,,,,-0.320119911
71,4733.333333,,0,0,0.5,0.5,0.5,-3.879523254,,,,-0.320119911
72,4800,,0,0,0.5,0.5,0.5,-3.841556286,,,,-0.320119911
73,4866.666667,,0,0,0.5,0.5,0.5,-3.818098884,,,,-0.320119911
74,4933.333333,,0,0,0.5,0.5,0.5,-3.808000576,,,,-0.320119911
75,5000,,0,0,0.5,0.5,0.5,-3.787950255,,,,-0.320119911
76,5066.666667,,0,0,0.5,0.5,0.5,-3.808907082,,,,-0.320119911
77,5133.333333,,0,0,0.5,0.5,0.5,-3.83854185,,,,-0.320119911
78,5200,,0,0,0.5,0.5,0.5,-3.860841114,,,,-0.320119911
79,5266.666667,,0,0,0.5,0.5,0.5,-3.843196941,,,,-0.320119911
80,5333.333333,,0,0,0.5,0.5,0.5,-3.805465779,,,,-0.320119911
81,5400,,0,0,0.5,0.5,0.5,-3.778793627,,,,-0.320119911
82,5466.666667,,0,0,0.5,0.5,0.5,-3.77043162,,,,-0.320119911
83,5533.333333,,0,0,0.5,0.5,0.5,-3.743796904,,,,-0.320119911
84,5600,,0,0,0.5,0.5,0.5,-3.728827408,,,,-0.320119911
85,5666.666667,,0,0,0.5,0.5,0.5,-3.713660983,,,,-0.320119911
86,5733.333333,,0,0,0.5,0.5,0.5,-3.683394264,,,,-0.320119911
87,5800,,0,0,0.5,0.5,0.5,-3.647601423,,,,-0.320119911
88,5866.666667,,0,0,0.5,0.5,0.5,-3.56188952,,,,-0.320119911
89,5933.333333,,0,0,0.5,0.5,0.5,-3.529924879,,,,-0.320119911
90,6000,,0,0,0.5,0.5,0.5,-3.481282923,,,,-0.320119911
91,6066.666667,,0,0,0.5,0.5,0.5,-3.449592268,,,,-0.320119911
92,6133.333333,,0,0,0.5,0.5,0.5,-3.444007872,,,,-0.320119911
93,6200,,0,0,0.5,0.5,0.5,-3.441216636,,,,-0.320119911
94,6266.666667,,0,0,0.5,0.5,0.5,-3.459342024,,,,-0.320119911
95,6333.333333,,0,0,0.5,0.5,0.5,-3.49686177,,,,-0.320119911
96,6400,,0,0,0.5,0.5,0.5,-3.511831204,,,,-0.320119911
97,6466.666667,,0,0,0.5,0.5,0.5,-3.545133139,,,,-0.320119911
98,6533.333333,,0,0,0.5,0.5,0.5,-3.542150485,,,,-0.320119911
99,6600,,0,0,0.5,0.5,0.5,-3.54053204,,,,-0.320119911
100,6666.666667,,0,0,0.5,0.5,0.5,-3.541164308,,,,-0.320119911
101,6733.333333,,0,0,0.5,0.5,0.5,-3.51577557,,,,-0.320119911
102,6800,,0,0,0.5,0.5,0.5,-3.350368971,,,,-0.320119911
103,6866.666667,,0,0,0.5,0.5,0.5,-3.296967833,,,,-0.320119911
104,6933.333333,,0,0,0.5,0.5,0.5,-3.317957396,,,,-0.320119911
105,7000,,0,0,0.5,0.5,0.5,-3.415716767,,,,-0.320119911
106,7066.666667,,0,0,0.5,0.5,0.5,-3.547077002,,,,-0.320119911
107,7133.333333,,0,0,0.5,0.5,0.5,-3.660700291,,,,-0.320119911
