frame,timestamp_ms,scenario_ground_truth,ear,mar,pose_horiz_ratio,pose_vert_ratio,gaze_avg_ratio,hand_raise_metric,pose_forward_metric,mouth_curl_metric,emotion_surprise_metric,pose_horiz_centered
0,0.000000,Looking Left,0.000000,0.000000,0.500000,0.500000,0.500000,-2.2658988160158455,,,,-0.38180948301391865
1,66.666667,Looking Left,0.000000,0.000000,0.500000,0.500000,0.500000,-2.2594882611878284,,,,-0.38180948301391865
2,133.333333,Looking Left,0.644683,0.024325,-0.720277,0.526515,-0.382540,-2.2808935056654613,0.5470212089497486,0.00920481014418826,0.3466664659257549,-2.440121282957097
3,200.000000,Looking Left,0.823686,0.022519,-1.107627,0.504043,-0.933333,-2.3158770045575143,0.5968512731805627,0.0016914203797269152,0.4343620385984689,-3.2129634474976023
4,266.666667,Looking Left,0.948471,0.022763,-0.990163,0.512815,-0.848837,-2.3314679315652778,0.5975887635255595,0.0068834276108853685,0.4969982527979774,-2.978348762934143
5,333.333333,Looking Left,0.770132,0.023696,-0.878964,0.518909,-0.563636,-2.3338590672512476,0.5747036437067888,0.00870652153751439,0.40876178354213155,-2.7505525654881744
6,400.000000,Looking Left,0.886363,0.035692,-0.850783,0.523862,-0.863636,-2.3312356319413374,0.5731780387349276,0.012472904046985672,0.4788731775144782,-2.696677873276966
7,466.666667,Looking Left,0.910423,0.024515,-0.972243,0.524717,-0.841463,-2.316414505133912,0.5982094153617068,0.010636158123161576,0.47972616105699395,-2.940635816746417
8,533.333333,Looking Left,1.188984,0.025880,-0.931563,0.527158,-1.182171,-2.2985108961217278,0.5949019715845194,0.012637355629916953,0.6203723379190885,-2.8578452593400137
9,600.000000,Looking Left,0.817745,0.033214,-0.949961,0.523518,-1.083333,-2.2699822061914174,0.5915700730582633,0.005305921304625592,0.4420862677277906,-2.897380032841659
10,666.666667,Looking Left,1.139446,0.025994,-0.964610,0.519778,-1.363636,-2.2450977936817273,0.5996196623096788,0.01082870204560525,0.5957168219357057,-2.925984513099287
11,733.333333,Looking Left,0.879072,0.025238,-0.932853,0.528183,-1.110465,-2.2110502571989112,0.5967491138323137,0.008982699452986086,0.4647738073521791,-2.8612713892614603
12,800.000000,Looking Left,0.847690,0.000000,-0.997821,0.519100,-0.978659,-2.190747764629983,0.596409870956614,0.005370001047150306,0.42384520011295373,-2.9934644894802056
13,866.666667,Looking Left,0.895092,0.037359,-0.930979,0.526646,-0.985465,-2.183927413615343,0.5936766728059744,0.012712153205759703,0.48490456067210996,-2.8565930927870427
14,933.333333,Looking Left,0.907167,0.024626,-1.055369,0.511617,-1.033333,-2.1817520715923835,0.6111174443548164,0.0071057934056839534,0.47820906343788794,-3.1079378491523557
15,1000.000000,Looking Left,1.020465,0.026679,-1.038650,0.512903,-1.178571,-2.1752946270241518,0.6045957716643047,0.012641971232873216,0.536911193613246,-3.073727991376974
16,1066.666667,Looking Left,0.962125,0.025880,-0.915713,0.518883,-1.235465,-2.187739158955602,0.5911238234083701,0.0054050281501505535,0.50694294422146,-2.8254043335033447
17,1133.333333,Looking Left,1.182133,0.035126,-0.978291,0.515601,-1.182171,-2.193478282253774,0.601242672264319,0.005408399927087847,0.6261922013117713,-2.95104298953912
18,1200.000000,Looking Left,0.804480,0.034669,-0.963242,0.515105,-0.985465,-2.1827381861251327,0.5983976884113003,0.0054032044020205635,0.4369087161109407,-2.9218339107591067
19,1266.666667,Looking Left,0.908319,0.025118,-0.979091,0.515105,-1.535714,-2.1799062461124903,0.600842109727806,0.007204272536027418,0.4792776968007431,-2.9534572470150398
20,1333.333333,Looking Left,0.886426,0.024515,-0.961632,0.514848,-0.857143,-2.1698680338033642,0.5979812634961755,0.003600338159640676,0.46772746965167517,-2.916951351805582
21,1400.000000,Looking Left,1.031846,0.034826,-0.932853,0.522286,-1.110465,-2.1690275945941315,0.5977605710007757,0.00720394538456128,0.5507492721695384,-2.8612713892614603
22,1466.666667,Looking Left,0.618803,0.025238,-1.019791,0.510682,-0.750000,-2.158716202932277,0.6045457928433678,0.008928002058840366,0.33463900561350357,-3.034699560147342
23,1533.333333,Looking Left,0.852069,0.025880,-0.931563,0.522286,-0.985465,-2.151969639133348,0.5935800549221287,0.0090049317307016,0.4519149848284319,-2.8578452593400137
24,1600.000000,Looking Left,0.842484,0.025118,-0.979091,0.521866,-0.735465,-2.153056967304606,0.6005852008306505,0.007198157507486945,0.4463601557156474,-2.9534572470150398
25,1666.666667,Looking Left,0.804360,0.025118,-0.963242,0.519680,-0.852273,-2.1530322256768315,0.5994389817828838,0.005413328432522343,0.4272978448487491,-2.9218339107591067
26,1733.333333,Looking Left,1.007011,0.034826,-0.962467,0.521866,-1.527132,-2.152831224818002,0.5980632569225631,0.005398618130615209,0.5383313544747784,-2.9194834688126448
27,1800.000000,Looking Left,0.921813,0.025118,-0.954816,0.515601,-0.982143,-2.14909299740451,0.59144844876331,0.005408399927087847,0.4860242958717594,-2.9049072648723264
28,1866.666667,Looking Left,0.728483,0.024723,-0.940366,0.520127,-0.760465,-2.1479827689111275,0.5942023772896631,0.005417987671231378,0.3889649151836143,-2.876882194703134
29,1933.333333,Looking Left,0.849135,0.024626,-0.972401,0.513522,-1.247093,-2.1480909777197326,0.5961124877804745,0.007182127249946128,0.44919348395478054,-2.9415140810431253
30,2000.000000,Looking Left,0.911366,0.000000,-0.931716,0.517825,-0.985465,-2.1485711542864996,0.5886128857476822,0.005394008641985504,0.4556831542155163,-2.858856601717963
31,2066.666667,Looking Left,0.859742,0.034826,-0.909336,0.522286,-1.110465,-2.152893116332637,0.5879489253050992,0.00540295903842096,0.4646969511359249,-2.81423679108182
32,2133.333333,Looking Left,0.753936,0.000000,-0.972892,0.513458,-0.969048,-2.1536956341347997,0.600786832119497,0.0035656799081849075,0.3769680259846167,-2.9425987022386413
33,2200.000000,Looking Left,0.900050,0.024133,-0.957327,0.520422,-0.984091,-2.1464838590299533,0.5895539424231647,0.005383680312408793,0.47415807031828733,-2.9125452383922834
34,2266.666667,Looking Left,0.784694,0.000000,-0.948968,0.519075,-0.852273,-2.143571162178125,0.5964981153519137,0.007209372509105905,0.39234690524083843,-2.894751568868907
35,2333.333333,Looking Left,0.921411,0.033436,-0.901496,0.526089,-1.107143,-2.1429418448515087,0.5850007306501297,0.0018016760500501844,0.4941409575905713,-2.7985585916886064
36,2400.000000,Looking Left,0.906402,0.000000,-0.955924,0.523806,-1.119048,-2.129552439908985,0.5934353697847299,0.0017938554467632267,0.4532008858493839,-2.907935397348096
37,2466.666667,Looking Left,0.912212,0.023486,-0.964298,0.519566,-1.119048,-2.1255940777537736,0.5919038000124585,0.0,0.4795916846285719,-2.9253073918913723
38,2533.333333,Looking Left,0.920012,0.024042,-0.948533,0.517825,-0.969048,-2.1253510921088563,0.5911816413983562,-0.0017980028806618346,0.48404826975605314,-2.893830837131163
39,2600.000000,Looking Left,1.001348,0.024723,-0.950511,0.511940,-0.953659,-2.154774569429168,0.5931200338108065,0.0035800006981002042,0.5253974274609566,-2.8994572098545386
40,2666.666667,Looking Left,0.988018,0.024626,-0.925053,0.520218,-1.110465,-2.17982959035325,0.5884584684501496,0.0035877108935264534,0.5186347448502767,-2.846316748856147
41,2733.333333,Looking Left,0.861606,0.023939,-0.902134,0.520422,-0.769048,-2.186843133222163,0.5829640101614825,0.0035891202082725285,0.4547418571623515,-2.800538409773268
42,2800.000000,Looking Left,0.801304,0.024133,-0.989678,0.513696,-0.936992,-2.1864126255375957,0.5953390801099979,0.0,0.42478523299615867,-2.977212536510765
43,2866.666667,Looking Left,0.961252,0.033214,-0.933572,0.523594,-1.119048,-2.184553564416356,0.5917170739332079,0.0035862571130314386,0.5138396659531173,-2.864010096132016
44,2933.333333,Looking Left,0.790310,0.000000,-0.949542,0.516205,-0.782520,-2.181312088904242,0.5937647370981681,0.0017923795157726824,0.39515478926568903,-2.8965019717724783
45,3000.000000,Looking Left,0.883127,0.023486,-0.887919,0.521945,-0.760465,-2.1895857804592365,0.5787807650037163,0.003574964244950471,0.46504928786758254,-2.7728009556275834
